"","feature","accuracyDifference"
"129","ENSG00000258690.1",0.00111538461538463
"167","ENSG00000244342.5",0.00111538461538463
"215","ENSG00000255468.6",0.00111538461538463
"252","ENSG00000224799.1",0.00111538461538463
"339","ENSG00000245970.2",0.00111538461538463
"382","ENSG00000261766.1",0.00111538461538463
"19","ENSG00000250616.2",0.0010961538461538
"39","ENSG00000224914.3",0.0010961538461538
"48","ENSG00000253335.1",0.0010961538461538
"95","ENSG00000230590.9",0.0010961538461538
"172","ENSG00000254254.5",0.0010961538461538
"235","ENSG00000235688.2",0.0010961538461538
"285","ENSG00000253716.5",0.0010961538461538
"26","ENSG00000249532.5",0.00107692307692309
"37","ENSG00000231119.2",0.00107692307692309
"239","ENSG00000254277.1",0.00107692307692309
"312","ENSG00000242242.5",0.00107692307692309
"365","ENSG00000259735.1",0.00107692307692309
"158","ENSG00000259001.3",0.00105769230769226
"284","ENSG00000257815.5",0.00105769230769226
"344","ENSG00000257647.1",0.00105769230769226
"2","ENSG00000229891.1",0.00103846153846154
"25","ENSG00000227540.1",0.00103846153846154
"151","ENSG00000260077.1",0.00103846153846154
"254","ENSG00000241288.7",0.00103846153846154
"40","ENSG00000228944.1",0.00101923076923072
"91","ENSG00000254339.5",0.00101923076923072
"92","ENSG00000242659.1",0.00101923076923072
"132","ENSG00000235706.7",0.00101923076923072
"166","ENSG00000260442.5",0.00101923076923072
"29","ENSG00000236901.6",0.001
"118","ENSG00000259240.1",0.001
"120","ENSG00000260257.2",0.001
"223","ENSG00000203362.2",0.001
"307","ENSG00000260822.1",0.001
"329","ENSG00000247903.1",0.001
"24","ENSG00000233937.6",0.000980769230769174
"316","ENSG00000233885.7",0.000961538461538458
"127","ENSG00000231703.2",0.000942307692307742
"377","ENSG00000251675.1",0.000942307692307742
"403","ENSG00000257894.2",0.000903846153846199
"74","ENSG00000256218.1",0.000884615384615373
"101","ENSG00000227248.1",0.000884615384615373
"171","ENSG00000257027.1",0.000865384615384657
"181","ENSG00000253230.8",0.000865384615384657
"150","ENSG00000229852.2",0.00084615384615383
"201","ENSG00000255717.6",0.000826923076923114
"240","ENSG00000249673.6",0.000826923076923114
"342","ENSG00000196668.3",0.000826923076923114
"188","ENSG00000246451.2",0.000788461538461571
"361","ENSG00000224905.6",0.000769230769230744
"54","ENSG00000261135.1",0.000750000000000028
"143","ENSG00000225470.7",0.000750000000000028
"17","ENSG00000250986.1",0.000730769230769202
"351","ENSG00000250786.1",0.000711538461538486
"319","ENSG00000261121.1",0.000673076923076943
"113","ENSG00000251533.2",0.000596153846153857
"1","ENSG00000250682.5",0.00057692307692303
"30","ENSG00000247572.7",0.000538461538461488
"328","ENSG00000259905.5",0.000538461538461488
"52","ENSG00000254911.3",0.000499999999999945
"373","ENSG00000227197.1",0.000499999999999945
"130","ENSG00000258297.1",0.000461538461538513
"186","ENSG00000182165.17",0.000461538461538513
"88","ENSG00000258376.2",0.000442307692307686
"218","ENSG00000223891.5",0.000442307692307686
"354","ENSG00000230002.3",0.00042307692307697
"246","ENSG00000260580.1",0.000403846153846144
"115","ENSG00000234072.1",0.000384615384615428
"12","ENSG00000225914.2",0.000326923076923058
"106","ENSG00000232677.6",0.000269230769230799
"290","ENSG00000167912.5",0.00021153846153843
"6","ENSG00000246089.3",9.61538461538014e-05
"13","ENSG00000228065.10",1.92307692307159e-05
"364","ENSG00000249395.2",-0.000173076923076887
"156","ENSG00000178977.3",-0.000365384615384601
"68","ENSG00000230426.3",-0.000384615384615428
"98","ENSG00000261008.6",-0.000384615384615428
"387","ENSG00000246859.2",-0.00042307692307697
"335","ENSG00000254705.1",-0.000461538461538513
"226","ENSG00000250519.6",-0.000673076923076943
"359","ENSG00000249835.2",-0.000692307692307659
"70","ENSG00000213468.5",-0.000788461538461571
"388","ENSG00000232164.1",-0.00107692307692309
"260","ENSG00000259623.1",-0.0013653846153846
